asset_prices,C|L|5000|60|5,C|S|5500|60|5,P|L|5500|60|5,P|S|5000|60|5
4652.16,0.00,-0.00,4239.22,-1739.22
4823.07,0.00,-0.00,3384.65,-884.65
4642.75,0.00,-0.00,4286.27,-1786.27
4645.70,0.00,-0.00,4271.50,-1771.50
5179.47,897.36,-0.00,1602.64,-0.00
4365.67,0.00,-0.00,5671.65,-3171.65
5006.72,33.61,-0.00,2466.39,-0.00
4945.86,0.00,-0.00,2770.71,-270.71
4728.75,0.00,-0.00,3856.23,-1356.23
4818.12,0.00,-0.00,3409.42,-909.42
5044.37,221.86,-0.00,2278.14,-0.00
4563.34,0.00,-0.00,4683.28,-2183.28
5200.96,1004.81,-0.00,1495.19,-0.00
4805.29,0.00,-0.00,3473.56,-973.56
5385.90,1929.48,-0.00,570.52,-0.00
5884.98,4424.88,-1924.88,0.00,-0.00
4168.20,0.00,-0.00,6659.00,-4159.00
4460.59,0.00,-0.00,5197.04,-2697.04
4409.23,0.00,-0.00,5453.84,-2953.84
5003.54,17.69,-0.00,2482.31,-0.00
5166.08,830.41,-0.00,1669.59,-0.00
4786.54,0.00,-0.00,3567.32,-1067.32
4760.35,0.00,-0.00,3698.23,-1198.23
4587.49,0.00,-0.00,4562.53,-2062.53
6215.55,6077.77,-3577.77,0.00,-0.00
5113.48,567.41,-0.00,1932.59,-0.00
5208.30,1041.51,-0.00,1458.49,-0.00
4386.61,0.00,-0.00,5566.93,-3066.93
5556.26,2781.30,-281.30,0.00,-0.00
4816.03,0.00,-0.00,3419.84,-919.84
5276.98,1384.89,-0.00,1115.11,-0.00
5882.40,4412.00,-1912.00,0.00,-0.00
4783.12,0.00,-0.00,3584.42,-1084.42
5016.48,82.40,-0.00,2417.60,-0.00
4202.81,0.00,-0.00,6485.94,-3985.94
4522.67,0.00,-0.00,4886.64,-2386.64
4712.93,0.00,-0.00,3935.34,-1435.34
5724.88,3624.41,-1124.41,0.00,-0.00
4870.40,0.00,-0.00,3147.98,-647.98
5560.82,2804.08,-304.08,0.00,-0.00
5284.24,1421.20,-0.00,1078.80,-0.00
4770.47,0.00,-0.00,3647.67,-1147.67
4711.20,0.00,-0.00,3943.99,-1443.99
4839.26,0.00,-0.00,3303.69,-803.69
5268.80,1344.02,-0.00,1155.98,-0.00
5171.02,855.09,-0.00,1644.91,-0.00
5026.58,132.88,-0.00,2367.12,-0.00
4831.15,0.00,-0.00,3344.23,-844.23
5746.40,3731.98,-1231.98,0.00,-0.00
4921.07,0.00,-0.00,2894.63,-394.63
4529.99,0.00,-0.00,4850.06,-2350.06
4827.79,0.00,-0.00,3361.03,-861.03
5274.29,1371.45,-0.00,1128.55,-0.00
4929.70,0.00,-0.00,2851.51,-351.51
4663.03,0.00,-0.00,4184.85,-1684.85
5012.75,63.75,-0.00,2436.25,-0.00
5253.71,1268.53,-0.00,1231.47,-0.00
5558.85,2794.27,-294.27,0.00,-0.00
5358.83,1794.16,-0.00,705.84,-0.00
4935.76,0.00,-0.00,2821.20,-321.20
5056.36,281.81,-0.00,2218.19,-0.00
5099.05,495.25,-0.00,2004.75,-0.00
5061.68,308.39,-0.00,2191.61,-0.00
5424.65,2123.25,-0.00,376.75,-0.00
5414.57,2072.83,-0.00,427.17,-0.00
5403.51,2017.56,-0.00,482.44,-0.00
5765.34,3826.71,-1326.71,0.00,-0.00
4690.84,0.00,-0.00,4045.81,-1545.81
4428.16,0.00,-0.00,5359.22,-2859.22
4522.32,0.00,-0.00,4888.42,-2388.42
4865.27,0.00,-0.00,3173.67,-673.67
4882.00,0.00,-0.00,3089.99,-589.99
4951.53,0.00,-0.00,2742.36,-242.36
5052.19,260.95,-0.00,2239.05,-0.00
4719.00,0.00,-0.00,3904.98,-1404.98
5007.86,39.31,-0.00,2460.69,-0.00
5880.17,4400.84,-1900.84,0.00,-0.00
4833.37,0.00,-0.00,3333.13,-833.13
5570.91,2854.57,-354.57,0.00,-0.00
4831.84,0.00,-0.00,3340.82,-840.82
5009.77,48.83,-0.00,2451.17,-0.00
4842.62,0.00,-0.00,3286.88,-786.88
5288.80,1444.00,-0.00,1056.00,-0.00
4909.17,0.00,-0.00,2954.13,-454.13
5743.40,3716.98,-1216.98,0.00,-0.00
5316.99,1584.96,-0.00,915.04,-0.00
4828.19,0.00,-0.00,3359.07,-859.07
4450.56,0.00,-0.00,5247.20,-2747.20
5172.98,864.91,-0.00,1635.09,-0.00
5014.72,73.59,-0.00,2426.41,-0.00
5735.01,3675.06,-1175.06,0.00,-0.00
4984.54,0.00,-0.00,2577.29,-77.29
4628.08,0.00,-0.00,4359.60,-1859.60
4998.17,0.00,-0.00,2509.16,-9.16
5352.63,1763.16,-0.00,736.84,-0.00
4384.79,0.00,-0.00,5576.04,-3076.04
5648.70,3243.52,-743.52,0.00,-0.00
4694.06,0.00,-0.00,4029.71,-1529.71
5051.82,259.09,-0.00,2240.91,-0.00
5399.74,1998.71,-0.00,501.29,-0.00
4915.58,0.00,-0.00,2922.11,-422.11
4885.74,0.00,-0.00,3071.30,-571.30
4719.45,0.00,-0.00,3902.73,-1402.73
6197.41,5987.05,-3487.05,0.00,-0.00
4971.82,0.00,-0.00,2640.88,-140.88
4449.77,0.00,-0.00,5251.14,-2751.14
4732.50,0.00,-0.00,3837.49,-1337.49
4899.77,0.00,-0.00,3001.17,-501.17
5046.84,234.18,-0.00,2265.82,-0.00
5342.64,1713.22,-0.00,786.78,-0.00
4776.10,0.00,-0.00,3619.52,-1119.52
5575.45,2877.27,-377.27,0.00,-0.00
4227.48,0.00,-0.00,6362.60,-3862.60
5511.03,2555.16,-55.16,0.00,-0.00
4467.70,0.00,-0.00,5161.50,-2661.50
5137.02,685.09,-0.00,1814.91,-0.00
5775.71,3878.56,-1378.56,0.00,-0.00
5279.64,1398.20,-0.00,1101.80,-0.00
5563.72,2818.61,-318.61,0.00,-0.00
5224.82,1124.09,-0.00,1375.91,-0.00
5086.99,434.96,-0.00,2065.04,-0.00
4391.84,0.00,-0.00,5540.78,-3040.78
5105.01,525.03,-0.00,1974.97,-0.00
4876.35,0.00,-0.00,3118.23,-618.23
4824.59,0.00,-0.00,3377.04,-877.04
5770.07,3850.36,-1350.36,0.00,-0.00
5150.59,752.95,-0.00,1747.05,-0.00
6258.22,6291.09,-3791.09,0.00,-0.00
5327.88,1639.41,-0.00,860.59,-0.00
5551.59,2757.97,-257.97,0.00,-0.00
5507.82,2539.09,-39.09,0.00,-0.00
4534.26,0.00,-0.00,4828.70,-2328.70
5001.15,5.75,-0.00,2494.25,-0.00
4976.86,0.00,-0.00,2615.70,-115.70
5042.32,211.62,-0.00,2288.38,-0.00
4647.72,0.00,-0.00,4261.41,-1761.41
4768.72,0.00,-0.00,3656.39,-1156.39
4537.30,0.00,-0.00,4813.52,-2313.52
5473.92,2369.60,-0.00,130.40,-0.00
4571.78,0.00,-0.00,4641.12,-2141.12
5578.17,2890.85,-390.85,0.00,-0.00
5586.19,2930.96,-430.96,0.00,-0.00
4827.43,0.00,-0.00,3362.86,-862.86
5482.06,2410.30,-0.00,89.70,-0.00
4552.97,0.00,-0.00,4735.15,-2235.15
4932.05,0.00,-0.00,2839.74,-339.74
5381.00,1905.00,-0.00,595.00,-0.00
4655.97,0.00,-0.00,4220.15,-1720.15
4739.42,0.00,-0.00,3802.92,-1302.92
4935.70,0.00,-0.00,2821.52,-321.52
4684.01,0.00,-0.00,4079.97,-1579.97
5248.66,1243.32,-0.00,1256.68,-0.00
5412.04,2060.21,-0.00,439.79,-0.00
5397.15,1985.74,-0.00,514.26,-0.00
4995.74,0.00,-0.00,2521.28,-21.28
5087.69,438.47,-0.00,2061.53,-0.00
5567.33,2836.63,-336.63,0.00,-0.00
4542.68,0.00,-0.00,4786.59,-2286.59
6317.59,6587.93,-4087.93,0.00,-0.00
5031.92,159.62,-0.00,2340.38,-0.00
5869.53,4347.66,-1847.66,0.00,-0.00
5432.01,2160.07,-0.00,339.93,-0.00
4385.87,0.00,-0.00,5570.66,-3070.66
4632.23,0.00,-0.00,4338.86,-1838.86
5533.53,2667.66,-167.66,0.00,-0.00
4816.00,0.00,-0.00,3420.01,-920.01
5399.58,1997.88,-0.00,502.12,-0.00
5153.63,768.17,-0.00,1731.83,-0.00
5677.98,3389.88,-889.88,0.00,-0.00
4444.65,0.00,-0.00,5276.74,-2776.74
5069.33,346.63,-0.00,2153.37,-0.00
4601.15,0.00,-0.00,4494.24,-1994.24
4919.95,0.00,-0.00,2900.24,-400.24
5058.96,294.81,-0.00,2205.19,-0.00
4765.16,0.00,-0.00,3674.19,-1174.19
5008.42,42.08,-0.00,2457.92,-0.00
5535.92,2679.60,-179.60,0.00,-0.00
5383.84,1919.19,-0.00,580.81,-0.00
5452.72,2263.61,-0.00,236.39,-0.00
5348.84,1744.21,-0.00,755.79,-0.00
5112.87,564.33,-0.00,1935.67,-0.00
4704.83,0.00,-0.00,3975.87,-1475.87
5076.23,381.15,-0.00,2118.85,-0.00
6019.53,5097.63,-2597.63,0.00,-0.00
5161.21,806.06,-0.00,1693.94,-0.00
5328.79,1643.95,-0.00,856.05,-0.00
5791.41,3957.06,-1457.06,0.00,-0.00
5238.70,1193.50,-0.00,1306.50,-0.00
5364.27,1821.35,-0.00,678.65,-0.00
4597.23,0.00,-0.00,4513.84,-2013.84
5540.03,2700.15,-200.15,0.00,-0.00
4995.93,0.00,-0.00,2520.36,-20.36
4609.89,0.00,-0.00,4450.55,-1950.55
4971.22,0.00,-0.00,2643.92,-143.92
4403.05,0.00,-0.00,5484.75,-2984.75
5381.55,1907.75,-0.00,592.25,-0.00
4863.15,0.00,-0.00,3184.23,-684.23
5314.67,1573.36,-0.00,926.64,-0.00
5117.27,586.37,-0.00,1913.63,-0.00
4917.37,0.00,-0.00,2913.13,-413.13
5237.74,1188.71,-0.00,1311.29,-0.00
5419.88,2099.39,-0.00,400.61,-0.00
5031.17,155.85,-0.00,2344.15,-0.00
5570.06,2850.28,-350.28,0.00,-0.00
4735.94,0.00,-0.00,3820.29,-1320.29
4892.77,0.00,-0.00,3036.13,-536.13
4869.18,0.00,-0.00,3154.10,-654.10
4948.36,0.00,-0.00,2758.22,-258.22
4641.20,0.00,-0.00,4294.00,-1794.00
5188.74,943.71,-0.00,1556.29,-0.00
5194.10,970.51,-0.00,1529.49,-0.00
5704.38,3521.91,-1021.91,0.00,-0.00
5144.46,722.28,-0.00,1777.72,-0.00
4747.03,0.00,-0.00,3764.83,-1264.83
5101.71,508.57,-0.00,1991.43,-0.00
5089.50,447.49,-0.00,2052.51,-0.00
5017.79,88.97,-0.00,2411.03,-0.00
4453.59,0.00,-0.00,5232.07,-2732.07
5067.12,335.58,-0.00,2164.42,-0.00
5625.22,3126.12,-626.12,0.00,-0.00
4882.46,0.00,-0.00,3087.69,-587.69
4659.99,0.00,-0.00,4200.05,-1700.05
5492.43,2462.16,-0.00,37.84,-0.00
5177.18,885.89,-0.00,1614.11,-0.00
4764.42,0.00,-0.00,3677.92,-1177.92
4889.02,0.00,-0.00,3054.92,-554.92
5522.55,2612.75,-112.75,0.00,-0.00
4851.56,0.00,-0.00,3242.20,-742.20
4644.79,0.00,-0.00,4276.03,-1776.03
4694.95,0.00,-0.00,4025.26,-1525.26
5104.54,522.71,-0.00,1977.29,-0.00
5083.99,419.95,-0.00,2080.05,-0.00
4944.31,0.00,-0.00,2778.43,-278.43
5078.09,390.46,-0.00,2109.54,-0.00
5255.48,1277.38,-0.00,1222.62,-0.00
4865.44,0.00,-0.00,3172.79,-672.79
5519.30,2596.49,-96.49,0.00,-0.00
4671.25,0.00,-0.00,4143.73,-1643.73
5466.38,2331.92,-0.00,168.08,-0.00
4902.91,0.00,-0.00,2985.45,-485.45
5551.54,2757.69,-257.69,0.00,-0.00
5374.23,1871.13,-0.00,628.87,-0.00
4921.71,0.00,-0.00,2891.46,-391.46
5123.28,616.39,-0.00,1883.61,-0.00
4736.47,0.00,-0.00,3817.65,-1317.65
5260.24,1301.19,-0.00,1198.81,-0.00
5000.00,0.00,-0.00,2500.00,-0.00
4895.79,0.00,-0.00,3021.03,-521.03
5082.88,414.41,-0.00,2085.59,-0.00
5949.85,4749.24,-2249.24,0.00,-0.00
5448.28,2241.39,-0.00,258.61,-0.00
4413.44,0.00,-0.00,5432.82,-2932.82
5413.08,2065.39,-0.00,434.61,-0.00
5090.97,454.84,-0.00,2045.16,-0.00
5533.08,2665.42,-165.42,0.00,-0.00
5390.22,1951.10,-0.00,548.90,-0.00
4794.75,0.00,-0.00,3526.26,-1026.26
4106.74,0.00,-0.00,6966.29,-4466.29
4986.83,0.00,-0.00,2565.86,-65.86
4914.39,0.00,-0.00,2928.05,-428.05
5415.52,2077.60,-0.00,422.40,-0.00
4863.92,0.00,-0.00,3180.39,-680.39
4751.56,0.00,-0.00,3742.20,-1242.20
5489.18,2445.91,-0.00,54.09,-0.00
5578.38,2891.88,-391.88,0.00,-0.00
5162.89,814.47,-0.00,1685.53,-0.00
4979.07,0.00,-0.00,2604.66,-104.66
4896.68,0.00,-0.00,3016.62,-516.62
5776.34,3881.68,-1381.68,0.00,-0.00
4912.64,0.00,-0.00,2936.79,-436.79
5040.91,204.56,-0.00,2295.44,-0.00
5232.55,1162.73,-0.00,1337.27,-0.00
4417.20,0.00,-0.00,5414.01,-2914.01
4710.39,0.00,-0.00,3948.06,-1448.06
4380.42,0.00,-0.00,5597.88,-3097.88
5159.72,798.62,-0.00,1701.38,-0.00
5221.24,1106.18,-0.00,1393.82,-0.00
5717.60,3588.02,-1088.02,0.00,-0.00
5134.54,672.72,-0.00,1827.28,-0.00
5082.25,411.27,-0.00,2088.73,-0.00
5082.60,413.00,-0.00,2087.00,-0.00
5267.84,1339.22,-0.00,1160.78,-0.00
5496.73,2483.67,-0.00,16.33,-0.00
4630.33,0.00,-0.00,4348.33,-1848.33
4681.86,0.00,-0.00,4090.68,-1590.68
4670.77,0.00,-0.00,4146.15,-1646.15
5397.72,1988.61,-0.00,511.39,-0.00
5118.70,593.52,-0.00,1906.48,-0.00
4977.77,0.00,-0.00,2611.15,-111.15
5777.63,3888.13,-1388.13,0.00,-0.00
5534.08,2670.41,-170.41,0.00,-0.00
4715.31,0.00,-0.00,3923.44,-1423.44
5339.19,1695.95,-0.00,804.05,-0.00
4988.53,0.00,-0.00,2557.33,-57.33
4471.26,0.00,-0.00,5143.68,-2643.68
4840.22,0.00,-0.00,3298.91,-798.91
4769.93,0.00,-0.00,3650.35,-1150.35
5180.75,903.76,-0.00,1596.24,-0.00
5071.83,359.15,-0.00,2140.85,-0.00
5049.87,249.37,-0.00,2250.63,-0.00
4984.43,0.00,-0.00,2577.87,-77.87
4714.99,0.00,-0.00,3925.03,-1425.03
5604.89,3024.44,-524.44,0.00,-0.00
4840.47,0.00,-0.00,3297.64,-797.64
5294.71,1473.54,-0.00,1026.46,-0.00
5634.97,3174.84,-674.84,0.00,-0.00
5637.50,3187.50,-687.50,0.00,-0.00
4379.21,0.00,-0.00,5603.95,-3103.95
5569.56,2847.80,-347.80,0.00,-0.00
4735.78,0.00,-0.00,3821.11,-1321.11
4451.92,0.00,-0.00,5240.42,-2740.42
5597.68,2988.40,-488.40,0.00,-0.00
4697.61,0.00,-0.00,4011.97,-1511.97
5062.69,313.46,-0.00,2186.54,-0.00
5696.89,3484.43,-984.43,0.00,-0.00
4353.77,0.00,-0.00,5731.15,-3231.15
5142.30,711.49,-0.00,1788.51,-0.00
5044.19,220.94,-0.00,2279.06,-0.00
5517.03,2585.17,-85.17,0.00,-0.00
5159.38,796.89,-0.00,1703.11,-0.00
4959.44,0.00,-0.00,2702.80,-202.80
5546.45,2732.27,-232.27,0.00,-0.00
4974.90,0.00,-0.00,2625.50,-125.50
4434.34,0.00,-0.00,5328.30,-2828.30
5383.30,1916.50,-0.00,583.50,-0.00
4867.02,0.00,-0.00,3164.90,-664.90
4290.52,0.00,-0.00,6047.38,-3547.38
5290.83,1454.14,-0.00,1045.86,-0.00
4796.84,0.00,-0.00,3515.82,-1015.82
5060.82,304.09,-0.00,2195.91,-0.00
5626.06,3130.29,-630.29,0.00,-0.00
4585.06,0.00,-0.00,4574.71,-2074.71
5291.47,1457.37,-0.00,1042.63,-0.00
5408.38,2041.90,-0.00,458.10,-0.00
5323.40,1616.99,-0.00,883.01,-0.00
4706.95,0.00,-0.00,3965.26,-1465.26
5515.86,2579.31,-79.31,0.00,-0.00
5142.77,713.84,-0.00,1786.16,-0.00
4890.53,0.00,-0.00,3047.33,-547.33
5527.35,2636.75,-136.75,0.00,-0.00
4416.47,0.00,-0.00,5417.63,-2917.63
4921.78,0.00,-0.00,2891.11,-391.11
5440.27,2201.35,-0.00,298.65,-0.00
5158.65,793.24,-0.00,1706.76,-0.00
4948.45,0.00,-0.00,2757.73,-257.73
4684.95,0.00,-0.00,4075.27,-1575.27
4835.24,0.00,-0.00,3323.79,-823.79
5239.25,1196.25,-0.00,1303.75,-0.00
5276.91,1384.55,-0.00,1115.45,-0.00
5217.21,1086.05,-0.00,1413.95,-0.00
4952.72,0.00,-0.00,2736.39,-236.39
5657.38,3286.92,-786.92,0.00,-0.00
5453.18,2265.92,-0.00,234.08,-0.00
5297.08,1485.38,-0.00,1014.62,-0.00
5074.45,372.23,-0.00,2127.77,-0.00
4462.96,0.00,-0.00,5185.18,-2685.18
5517.86,2589.31,-89.31,0.00,-0.00
4925.61,0.00,-0.00,2871.93,-371.93
5211.01,1055.05,-0.00,1444.95,-0.00
4815.81,0.00,-0.00,3420.93,-920.93
4684.31,0.00,-0.00,4078.47,-1578.47
5127.10,635.51,-0.00,1864.49,-0.00
4476.07,0.00,-0.00,5119.65,-2619.65
5207.25,1036.25,-0.00,1463.75,-0.00
4506.70,0.00,-0.00,4966.48,-2466.48
5249.43,1247.15,-0.00,1252.85,-0.00
5626.42,3132.08,-632.08,0.00,-0.00
4738.07,0.00,-0.00,3809.64,-1309.64
5134.93,674.67,-0.00,1825.33,-0.00
4286.00,0.00,-0.00,6069.99,-3569.99
5118.27,591.34,-0.00,1908.66,-0.00
5476.90,2384.48,-0.00,115.52,-0.00
4702.28,0.00,-0.00,3988.60,-1488.60
4914.94,0.00,-0.00,2925.30,-425.30
4591.06,0.00,-0.00,4544.71,-2044.71
5377.59,1887.93,-0.00,612.07,-0.00
5058.95,294.77,-0.00,2205.23,-0.00
4997.36,0.00,-0.00,2513.18,-13.18
5783.59,3917.96,-1417.96,0.00,-0.00
4859.42,0.00,-0.00,3202.89,-702.89
4746.96,0.00,-0.00,3765.19,-1265.19
4855.98,0.00,-0.00,3220.10,-720.10
5037.01,185.07,-0.00,2314.93,-0.00
4648.55,0.00,-0.00,4257.23,-1757.23
5219.47,1097.37,-0.00,1402.63,-0.00
4566.82,0.00,-0.00,4665.89,-2165.89
5728.24,3641.19,-1141.19,0.00,-0.00
5593.20,2966.00,-466.00,0.00,-0.00
5509.08,2545.40,-45.40,0.00,-0.00
4476.14,0.00,-0.00,5119.29,-2619.29
4715.96,0.00,-0.00,3920.18,-1420.18
4886.94,0.00,-0.00,3065.31,-565.31
4782.50,0.00,-0.00,3587.49,-1087.49
5297.60,1488.02,-0.00,1011.98,-0.00
4979.81,0.00,-0.00,2600.95,-100.95
5054.05,270.27,-0.00,2229.73,-0.00
5268.78,1343.92,-0.00,1156.08,-0.00
4815.38,0.00,-0.00,3423.12,-923.12
5898.86,4494.29,-1994.29,0.00,-0.00
4986.82,0.00,-0.00,2565.90,-65.90
4784.81,0.00,-0.00,3575.95,-1075.95
5444.62,2223.10,-0.00,276.90,-0.00
5195.84,979.19,-0.00,1520.81,-0.00
5274.56,1372.82,-0.00,1127.18,-0.00
4900.36,0.00,-0.00,2998.20,-498.20
4052.25,0.00,-0.00,7238.75,-4738.75
5343.14,1715.69,-0.00,784.31,-0.00
4987.66,0.00,-0.00,2561.69,-61.69
4923.78,0.00,-0.00,2881.11,-381.11
4004.23,0.00,-0.00,7478.83,-4978.83
4830.02,0.00,-0.00,3349.92,-849.92
4927.33,0.00,-0.00,2863.34,-363.34
4985.17,0.00,-0.00,2574.15,-74.15
4852.20,0.00,-0.00,3239.00,-739.00
5385.16,1925.81,-0.00,574.19,-0.00
4349.64,0.00,-0.00,5751.79,-3251.79
5443.97,2219.83,-0.00,280.17,-0.00
5751.76,3758.81,-1258.81,0.00,-0.00
5172.00,859.99,-0.00,1640.01,-0.00
4932.83,0.00,-0.00,2835.84,-335.84
5454.83,2274.14,-0.00,225.86,-0.00
4219.54,0.00,-0.00,6402.32,-3902.32
4936.04,0.00,-0.00,2819.80,-319.80
4628.72,0.00,-0.00,4356.40,-1856.40
5322.03,1610.13,-0.00,889.87,-0.00
4229.33,0.00,-0.00,6353.34,-3853.34
4956.44,0.00,-0.00,2717.78,-217.78
5355.29,1776.43,-0.00,723.57,-0.00
5727.30,3636.51,-1136.51,0.00,-0.00
4568.03,0.00,-0.00,4659.87,-2159.87
4568.50,0.00,-0.00,4657.48,-2157.48
5121.79,608.97,-0.00,1891.03,-0.00
4458.58,0.00,-0.00,5207.12,-2707.12
4679.65,0.00,-0.00,4101.76,-1601.76
5286.24,1431.18,-0.00,1068.82,-0.00
5459.09,2295.47,-0.00,204.53,-0.00
4439.81,0.00,-0.00,5300.94,-2800.94
4602.77,0.00,-0.00,4486.17,-1986.17
4738.31,0.00,-0.00,3808.46,-1308.46
4525.35,0.00,-0.00,4873.24,-2373.24
4528.02,0.00,-0.00,4859.92,-2359.92
4753.73,0.00,-0.00,3731.36,-1231.36
5125.52,627.60,-0.00,1872.40,-0.00
5245.50,1227.52,-0.00,1272.48,-0.00
5255.93,1279.66,-0.00,1220.34,-0.00
5617.11,3085.56,-585.56,0.00,-0.00
4783.85,0.00,-0.00,3580.75,-1080.75
5183.80,919.00,-0.00,1581.00,-0.00
5284.95,1424.73,-0.00,1075.27,-0.00
5908.24,4541.18,-2041.18,0.00,-0.00
5888.56,4442.79,-1942.79,0.00,-0.00
5573.18,2865.92,-365.92,0.00,-0.00
5309.85,1549.24,-0.00,950.76,-0.00
4925.67,0.00,-0.00,2871.65,-371.65
4990.17,0.00,-0.00,2549.15,-49.15
5986.27,4931.37,-2431.37,0.00,-0.00
4689.10,0.00,-0.00,4054.48,-1554.48
5518.18,2590.89,-90.89,0.00,-0.00
5442.60,2213.02,-0.00,286.98,-0.00
5439.89,2199.43,-0.00,300.57,-0.00
4223.32,0.00,-0.00,6383.41,-3883.41
5395.23,1976.15,-0.00,523.85,-0.00
5560.75,2803.75,-303.75,0.00,-0.00
5359.96,1799.80,-0.00,700.20,-0.00
4378.23,0.00,-0.00,5608.86,-3108.86
4905.95,0.00,-0.00,2970.25,-470.25
5566.68,2833.42,-333.42,0.00,-0.00
5464.34,2321.71,-0.00,178.29,-0.00
5039.67,198.37,-0.00,2301.63,-0.00
5407.14,2035.70,-0.00,464.30,-0.00
4542.45,0.00,-0.00,4787.76,-2287.76
5464.63,2323.14,-0.00,176.86,-0.00
5706.80,3533.99,-1033.99,0.00,-0.00
6083.23,5416.16,-2916.16,0.00,-0.00
5039.32,196.61,-0.00,2303.39,-0.00
4793.08,0.00,-0.00,3534.61,-1034.61
4586.63,0.00,-0.00,4566.84,-2066.84
5517.80,2589.01,-89.01,0.00,-0.00
5420.52,2102.62,-0.00,397.38,-0.00
5388.14,1940.72,-0.00,559.28,-0.00
5494.54,2472.72,-0.00,27.28,-0.00
5540.51,2702.53,-202.53,0.00,-0.00
4528.28,0.00,-0.00,4858.61,-2358.61
5034.93,174.67,-0.00,2325.33,-0.00
4730.29,0.00,-0.00,3848.54,-1348.54
5102.44,512.22,-0.00,1987.78,-0.00
5075.51,377.55,-0.00,2122.45,-0.00
4779.77,0.00,-0.00,3601.14,-1101.14
5482.25,2411.25,-0.00,88.75,-0.00
5123.94,619.68,-0.00,1880.32,-0.00
4682.58,0.00,-0.00,4087.09,-1587.09
5611.90,3059.51,-559.51,0.00,-0.00
4705.36,0.00,-0.00,3973.22,-1473.22
4692.30,0.00,-0.00,4038.48,-1538.48
5311.30,1556.50,-0.00,943.50,-0.00
5096.04,480.19,-0.00,2019.81,-0.00
5249.96,1249.79,-0.00,1250.21,-0.00
5565.39,2826.96,-326.96,0.00,-0.00
5242.30,1211.50,-0.00,1288.50,-0.00
5641.42,3207.12,-707.12,0.00,-0.00
4874.50,0.00,-0.00,3127.48,-627.48
4720.22,0.00,-0.00,3898.89,-1398.89
4942.41,0.00,-0.00,2787.95,-287.95
4414.68,0.00,-0.00,5426.60,-2926.60
4762.17,0.00,-0.00,3689.15,-1189.15
4691.39,0.00,-0.00,4043.07,-1543.07
5492.05,2460.25,-0.00,39.75,-0.00
4367.53,0.00,-0.00,5662.33,-3162.33
4998.96,0.00,-0.00,2505.22,-5.22
4640.51,0.00,-0.00,4297.44,-1797.44
5026.53,132.64,-0.00,2367.36,-0.00
4768.85,0.00,-0.00,3655.74,-1155.74
5056.89,284.43,-0.00,2215.57,-0.00
4767.21,0.00,-0.00,3663.95,-1163.95
5538.29,2691.46,-191.46,0.00,-0.00
5539.04,2695.19,-195.19,0.00,-0.00
4920.72,0.00,-0.00,2896.38,-396.38
4760.50,0.00,-0.00,3697.52,-1197.52
5078.55,392.74,-0.00,2107.26,-0.00
4845.52,0.00,-0.00,3272.41,-772.41
5105.88,529.42,-0.00,1970.58,-0.00
4825.67,0.00,-0.00,3371.66,-871.66
4930.83,0.00,-0.00,2845.86,-345.86
4936.00,0.00,-0.00,2820.01,-320.01
5177.98,889.92,-0.00,1610.08,-0.00
4871.71,0.00,-0.00,3141.46,-641.46
4486.90,0.00,-0.00,5065.49,-2565.49
5053.20,266.01,-0.00,2233.99,-0.00
5545.73,2728.67,-228.67,0.00,-0.00
5504.80,2524.00,-24.00,0.00,-0.00
5379.93,1899.66,-0.00,600.34,-0.00
5066.21,331.04,-0.00,2168.96,-0.00
4548.83,0.00,-0.00,4755.83,-2255.83
4959.63,0.00,-0.00,2701.84,-201.84
5157.69,788.45,-0.00,1711.55,-0.00
4354.76,0.00,-0.00,5726.18,-3226.18
5132.16,660.81,-0.00,1839.19,-0.00
4815.33,0.00,-0.00,3423.34,-923.34
5277.09,1385.43,-0.00,1114.57,-0.00
4654.02,0.00,-0.00,4229.88,-1729.88
4315.82,0.00,-0.00,5920.89,-3420.89
5090.99,454.94,-0.00,2045.06,-0.00
5252.30,1261.49,-0.00,1238.51,-0.00
5037.46,187.28,-0.00,2312.72,-0.00
5125.49,627.46,-0.00,1872.54,-0.00
4576.05,0.00,-0.00,4619.77,-2119.77
5289.72,1448.58,-0.00,1051.42,-0.00
4871.26,0.00,-0.00,3143.68,-643.68
5437.19,2185.97,-0.00,314.03,-0.00
5484.98,2424.91,-0.00,75.09,-0.00
5789.31,3946.53,-1446.53,0.00,-0.00
4568.70,0.00,-0.00,4656.52,-2156.52
4985.10,0.00,-0.00,2574.52,-74.52
4808.49,0.00,-0.00,3457.55,-957.55
4541.89,0.00,-0.00,4790.53,-2290.53
4706.72,0.00,-0.00,3966.39,-1466.39
5203.94,1019.71,-0.00,1480.29,-0.00
5313.57,1567.84,-0.00,932.16,-0.00
5078.60,392.98,-0.00,2107.02,-0.00
4955.37,0.00,-0.00,2723.16,-223.16
5545.73,2728.66,-228.66,0.00,-0.00
4490.01,0.00,-0.00,5049.93,-2549.93
4853.91,0.00,-0.00,3230.44,-730.44
5079.60,397.98,-0.00,2102.02,-0.00
5317.63,1588.13,-0.00,911.87,-0.00
4973.64,0.00,-0.00,2631.82,-131.82
4722.31,0.00,-0.00,3888.43,-1388.43
4863.32,0.00,-0.00,3183.41,-683.41
4817.84,0.00,-0.00,3410.80,-910.80
4448.23,0.00,-0.00,5258.84,-2758.84
5179.49,897.46,-0.00,1602.54,-0.00
